PORT Code,SB no,SB date,Details,Current status,EGM no,ROSL,GST,Gateway,SB_Year
TUGLAKABAD ICD (INTKD6),8608463,2017/09/12,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
AAECE6932C  BTLPP6279BCH001  6008120  12 SEP 2017 12:09  AEJEA  58  1015  6101449.2  0  597942  0  597942  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  14 SEP 2017 00:09  Y  21843/2017  21 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R367681709  2017-9-17 0.0.0.0  MRKU3066936  403208  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
Y  183043  25637/2017  2017-9-20 0.0.0.0 ","GSTIN    -    07AXXXXXXXXC1ZV
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXX018  2017-09-11  305072 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INPAV1  134063  2017-08-28 00:00:00.0  INPAV1  S ",2017
TUGLAKABAD ICD (INTKD6),8608521,2017/09/12,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
AAECE6932C  BTLPP6279BCH001  6008163  12 SEP 2017 12:09  AEJEA  60  1050  6311844  0  618561  0  618561  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  14 SEP 2017 00:09  Y  21843/2017  21 SEP 2017 00:09  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R367681709  2017-9-17 0.0.0.0  MRKU3066936  403208  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
Y  189355  25637/2017  2017-9-20 0.0.0.0 ","GSTIN    -    07AXXXXXXXXC1ZV
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXX018  2017-09-11  315592 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INPAV1  134063  2017-08-28 00:00:00.0  INPAV1  S ",2017
TUGLAKABAD ICD (INTKD6),8610604,2017/09/12,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0595012647  AAACC6689ECH001  6010406  12 SEP 2017 12:09  PKKHI  3138  47059  7890078.87  0  118351  0  118351  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  18 SEP 2017 00:09  Y  22032/2017  06 OCT 2017 00:10  Y ","EGM No. EGM Date Container No. Seal No. Error Message
TX227302109  2017-9-21 0.0.0.0  SEGU5562627  001866  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXB1ZR
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXX-18  2017-09-12  946804 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  134211  2017-08-30 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),8612296,2017/09/12,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0511063865  ARPPK3328RCH001  6012243  12 SEP 2017 12:09  IDJKT  1  35  17068.65  0  0  0  0  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  14 SEP 2017 00:09  Y  N.A.  N.A.  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R157821809  2017-9-18 0.0.0.0  WHLU5173740  403333  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
NULL  NULL  NULL  NULL ","GSTIN    -    06AXXXXXXXXB1ZW
Invoice Number Invoice Date IGST Paid(INR)
XXXXXX338  2017-09-12  5036 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  135086  2017-09-14 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),8615986,2017/09/12,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0598059113  AASPK9028QCH001  6016290  12 SEP 2017 12:09  TZDAR  845  10250  1390057.9  0  97304  0  97304  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  16 SEP 2017 00:09  Y  22032/2017  06 OCT 2017 00:10  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R777282109  2017-9-21 0.0.0.0  MSCU3061583  403622  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXL1ZI
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXX/33  2017-09-06  171626 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  134919  2017-09-12 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),8620347,2017/09/13,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0514025026  ARPPK3328RCH001  6020998  13 SEP 2017 12:09  BDCGP  13  448  89182.5  0  1784  0  1784  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  15 SEP 2017 00:09  Y  22032/2017  06 OCT 2017 00:10  Y ","EGM No. EGM Date Container No. Seal No. Error Message
T257542209  2017-9-22 0.0.0.0  ZCSU8532458  403390  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXF1ZR
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXX057  2017-09-12  25270 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  134938  2017-09-12 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),8660236,2017/09/14,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0506062538  AAQPP8189FCH001  6063792  14 SEP 2017 12:09  KWSWK  4  1847.2  451763.13  0  4731  0  4731  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  18 SEP 2017 00:09  Y  22137/2017  13 OCT 2017 00:10  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R227902509  2017-9-25 0.0.0.0  HLXU4543158  403952  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    05AXXXXXXXXJ1ZY
Invoice Number Invoice Date IGST Paid(INR)
002  2017-09-12  81316 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  135503  2017-09-21 00:00:00.0  INNSA1  C ",2017
TUGLAKABAD ICD (INTKD6),8661641,2017/09/14,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0508075416  AVAPS6694RCH001  6065307  14 SEP 2017 12:09  CNSZX  40  1008.4  131387.96  0  0  0  0  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  16 SEP 2017 00:09  Y  N.A.  N.A.  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R227902509  2017-9-25 0.0.0.0  BSIU3015188  403955  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
NULL  NULL  NULL  NULL ","GSTIN    -    06AXXXXXXXXG1ZF
Invoice Number Invoice Date IGST Paid(INR)
XXXX508  2017-09-11  24898 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  135603  2017-09-22 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),8687607,2017/09/15,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0504064011  AVAPS6694RCH001  6093141  15 SEP 2017 12:09  MMRGN  882  15492.4  1683614.61  0  33672  0  33672  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  20 SEP 2017 00:09  Y  22137/2017  13 OCT 2017 00:10  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R367602309  2017-9-23 0.0.0.0  KKTU8256558  404113  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXR1ZX
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXX-17  2017-09-13  440882 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  148326  2018-04-13 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),8697591,2017/09/16,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0503013749  AACCP0287DCH001  6103872  16 SEP 2017 12:09  UZTAS  80  2225  845291.98  0  0  0  0  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  03 OCT 2017 00:10  Y  N.A.  N.A.  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R1667820810  2017-10-8 0.0.0.0  PCIU9157109  405628  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
NULL  NULL  NULL  NULL ","GSTIN    -    07AXXXXXXXXR1ZG
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXX-18  2017-09-15  243762 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  N.A.  N.A.  N.A.  N.A. ",2017
TUGLAKABAD ICD (INTKD6),8708114,2017/09/16,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0511035675  BWXPS5491PCH001  6115190  16 SEP 2017 12:09  ZAJNB  136  3453  878242.06  0  0  0  0  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  19 SEP 2017 00:09  Y  N.A.  N.A.  Y ","EGM No. EGM Date Container No. Seal No. Error Message
T507322809  2017-9-28 0.0.0.0  KKFU7110034  404820  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
NULL  NULL  NULL  NULL ","GSTIN    -    07AXXXXXXXXK1ZN
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXXX017  2017-07-20  245896 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  135349  2017-09-19 00:00:00.0  INNSA1  C ",2017
TUGLAKABAD ICD (INTKD6),8709897,2017/09/16,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0514036265  AAFCS0723ACH002  6117091  16 SEP 2017 12:09  GBFXT  210  3250  460178.54  0  6903  0  6903  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  21 SEP 2017 00:09  Y  22137/2017  13 OCT 2017 00:10  Y ","EGM No. EGM Date Container No. Seal No. Error Message
T987822409  2017-9-24 0.0.0.0  TGHU2668341  404194  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXE1ZC
Invoice Number Invoice Date IGST Paid(INR)
007  2017-09-15  90209 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  135887  2017-09-27 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),8749638,2017/09/19,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0593067517  AHEPG6607LCH001  6159589  19 SEP 2017 12:09  KWSWK  650  6925  3279512.5  0  4853  0  4853  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  23 SEP 2017 00:09  Y  22137/2017  13 OCT 2017 00:10  Y ","EGM No. EGM Date Container No. Seal No. Error Message
T657202709  2017-9-27 0.0.0.0  TCKU3783810  404712  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXQ1ZV
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXX017  2017-09-18  168374 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  136169  2017-10-03 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),8751355,2017/09/19,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0515076741  AEMPB3106JCH001  6161428  19 SEP 2017 12:09  GBLON  29  511  435906.6  0  31567  0  31567  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  21 SEP 2017 00:09  Y  22032/2017  06 OCT 2017 00:10  Y ","EGM No. EGM Date Container No. Seal No. Error Message
T257542209  2017-9-22 0.0.0.0  MSKU0286482  403929  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
Y  14649  25835/2017  2017-10-15 0.0.0.0 ","GSTIN    -    06BXXXXXXXXM1ZI
Invoice Number Invoice Date IGST Paid(INR)
32  2017-09-19  21793 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  134741  2017-09-08 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),8752612,2017/09/19,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0307055078  AKXPB2292ECH001  6162771  19 SEP 2017 12:09  SEGOT  8  1607  508055.63  0  2609  0  2609  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  22 SEP 2017 00:09  Y  22137/2017  13 OCT 2017 00:10  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R627583009  2017-9-30 0.0.0.0  WHLU5123143  404839  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    27AXXXXXXXXA1ZR
Invoice Number Invoice Date IGST Paid(INR)
X505  2017-09-14  43054 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  136236  2017-10-04 00:00:00.0  INNSA1  C ",2017
TUGLAKABAD ICD (INTKD6),8752787,2017/09/19,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0598005536  AMJPS3049QCH001  6162967  19 SEP 2017 12:09  ZAPLZ  35  900  320266.38  0  4804  0  4804  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  23 SEP 2017 00:09  Y  22260/2017  24 OCT 2017 00:10  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R1417663009  2017-9-30 0.0.0.0  MSCU3996447  404832  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    06AXXXXXXXXK1ZT
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXX-18  2017-09-11  57646 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  136501  2017-10-08 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),8775656,2017/09/20,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0501045813  AACCC6225CCH001  6187499  20 SEP 2017 12:09  AEAUH  4  320  194985.6  0  0  0  0  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  25 SEP 2017 00:09  Y  N.A.  N.A.  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R1287020910  2017-10-9 0.0.0.0  WHLU5190049  406519  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
NULL  NULL  NULL  NULL ","GSTIN    -    07AXXXXXXXXM2ZO
Invoice Number Invoice Date IGST Paid(INR)
002  2017-09-18  35097 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  136144  2017-10-03 00:00:00.0  INNSA1  C ",2017
TUGLAKABAD ICD (INTKD6),8783035,2017/09/20,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
1216900370  AAECA9987BCH004  6195467  20 SEP 2017 12:09  AEJEA  4  6400  1220725  0  24415  0  24415  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  23 SEP 2017 00:09  Y  22528/2017  10 NOV 2017 00:11  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R687402909  2017-9-29 0.0.0.0  ETEU8125022  404528  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    03AXXXXXXXXQ1Z4
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXX-18  2017-09-18  210622 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  N.A.  N.A.  N.A.  N.A. ",2017
TUGLAKABAD ICD (INTKD6),8784077,2017/09/20,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0517500531  CUZPS3942QCH001  6196554  20 SEP 2017 12:09  THBKK  19  1645.5  1382961.25  0  3719  0  3719  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  25 SEP 2017 00:09  Y  22260/2017  24 OCT 2017 00:10  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R1667180410  2017-10-4 0.0.0.0  GESU3267295  404881  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07BXXXXXXXXQ1Z9
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXX163  2017-09-20  248932 ",Please Wait....,2017
TUGLAKABAD ICD (INTKD6),8794182,2017/09/21,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0508003300  AHDPK8975CCH001  6207489  21 SEP 2017 12:09  QADOH  13  3455  636421.5  0  12728  0  12728  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  22 SEP 2017 00:09  Y  22374/2017  31 OCT 2017 00:10  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R957122609  2017-9-26 0.0.0.0  CAXU9027937  403976  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    06AXXXXXXXXH1ZO
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXX-18  2017-09-13  114555 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  135731  2017-09-25 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),8796298,2017/09/21,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0397084901  AAACU5306LCH002  6209700  21 SEP 2017 12:09  TZDAR  40  912.927  372289.5  0  0  0  0  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  26 SEP 2017 00:09  Y  N.A.  N.A.  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R1317440610  2017-10-6 0.0.0.0  GESU3460468  405618  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
NULL  NULL  NULL  NULL ","GSTIN    -    26AXXXXXXXXN2Z5
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXX-08  2017-08-12  66584 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  135726  2017-09-25 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),8826748,2017/09/22,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0595012647  AAACC6689ECH001  6242266  22 SEP 2017 12:09  PKKHI  457  7039  1926629.43  0  28899  0  28899  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  11 OCT 2017 00:10  Y  22374/2017  31 OCT 2017 00:10  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R557581410  2017-10-14 0.0.0.0  SEGU4659588  407217  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXB1ZR
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXX-18  2017-09-20  229557 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  136070  2017-09-29 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),8848896,2017/09/23,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0504064754  FHMPS1058ECH001  6265937  23 SEP 2017 12:09  LKCMB  4  430  669477.45  0  13254  0  13254  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  27 SEP 2017 00:09  Y  22260/2017  24 OCT 2017 00:10  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R577800810  2017-10-8 0.0.0.0  HDMU6805133  406508  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    09AXXXXXXXXP2ZF
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXX/19  2017-09-20  33260 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  135331  2017-09-19 00:00:00.0  INNSA1  S ",2017
TUGLAKABAD ICD (INTKD6),8849157,2017/09/23,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
0595012647  AAACC6689ECH001  6266212  23 SEP 2017 12:09  PKKHI  1558  24084  4723665.86  0  70855  0  70855  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  28 SEP 2017 00:09  Y  22137/2017  13 OCT 2017 00:10  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R557720110  2017-10-1 0.0.0.0  BMOU6932354  001869  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    07AXXXXXXXXB1ZR
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXX-18  2017-09-22  562831 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INMUN1  134212  2017-08-30 00:00:00.0  INMUN1  S ",2017
TUGLAKABAD ICD (INTKD6),8876829,2017/09/25,"IEC CHA No. Job No. Job Date Port of Discharge Total Package Gross Weight (Kg) FOB(INR) Total Cess (INR) Drawback STR Total (DBK+STR) CIN NO. CIN DT. Reward Flag
3397001846  AACCP0287DCH001  6295756  25 SEP 2017 12:09  COBUN  58  3295.5  465626.62  0  6984  0  6984  N.A.  N.A.  Click here to view item wise reward details ","Current Que LEO Date EP Copy Print Status DBK Scroll No Scroll Date EGM Integration Status
HIST  28 SEP 2017 00:09  Y  22260/2017  24 OCT 2017 00:10  Y ","EGM No. EGM Date Container No. Seal No. Error Message
R1217640710  2017-10-7 0.0.0.0  MRKU6860723  406078  N.A. ","ROSL Availed Amount(INR) Scroll Number Scroll Date
N  0  ROSL NOT CLAIMED  ROSL NOT CLAIMED ","GSTIN    -    06AXXXXXXXXK1ZR
Invoice Number Invoice Date IGST Paid(INR)
XXXXXXXXXXXXXX-18  2017-09-21  56752 ","AWB No. Gateway Port Gateway EGM No. Gateway EGM Date Gateway Site ID Error Code
N.A.  INNSA1  134677  2017-09-07 00:00:00.0  INNSA1  S ",2017
